timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-08-19T01:03:51.867489,BTC/USDT,173.45552283,156.82365968,16.631863150000015,52.51784914562341,47.48215085437659,5.035698291246813,⚪,⚪ Buy: 52.5% | Sell: 47.5% | Net: 5.0% | Value: 17
2026-08-19T01:03:53.172791,ETH/USDT,5188.6375926238825,4705.841705282588,482.7958873412945,52.43972357112035,47.560276428879654,4.8794471422406955,⚪,⚪ Buy: 52.4% | Sell: 47.6% | Net: 4.9% | Value: 483
2026-08-19T01:03:54.253860,BNB/USDT,833.7616399999999,689.9609600000001,143.80067999999983,54.71872898649662,45.281271013503385,9.437457972993235,⚪,⚪ Buy: 54.7% | Sell: 45.3% | Net: 9.4% | Value: 144
2026-08-19T01:03:55.571561,XRP/USDT,3493237.47776,3024455.8557400005,468781.62201999966,53.59622337254294,46.40377662745706,7.192446745085872,⚪,"⚪ Buy: 53.6% | Sell: 46.4% | Net: 7.2% | Value: 468,782"
2026-08-19T01:03:56.600797,SOL/USDT,28046.900000000005,26911.035000000003,1135.8650000000016,51.03339490466663,48.966605095333364,2.066789809333268,⚪,"⚪ Buy: 51.0% | Sell: 49.0% | Net: 2.1% | Value: 1,136"
2026-08-19T01:03:57.985994,DOGE/USDT,4720470.711489999,5003522.876509999,-283052.1650200002,48.54456832751667,51.45543167248333,-2.910863344966659,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -2.9% | Value: -283,052"
2026-08-19T01:03:59.388251,ADA/USDT,2395765.559,2309069.561,86695.99799999967,50.92135001321789,49.07864998678211,1.842700026435776,⚪,"⚪ Buy: 50.9% | Sell: 49.1% | Net: 1.8% | Value: 86,696"
2026-08-19T01:04:01.010263,TRX/USDT,1249125.2859999998,1529859.5440000002,-280734.2580000004,44.948978220942635,55.051021779057365,-10.102043558114723,⚪,"⚪ Buy: 44.9% | Sell: 55.1% | Net: -10.1% | Value: -280,734"
2026-08-19T01:04:02.184136,AVAX/USDT,89545.50439,78101.25520999999,11444.249180000013,53.41320321588847,46.586796784111534,6.826406431776934,⚪,"⚪ Buy: 53.4% | Sell: 46.6% | Net: 6.8% | Value: 11,444"
2026-08-19T01:04:03.218957,DOT/USDT,1164865.7009200002,999117.46288,165748.2380400002,53.829702578391206,46.170297421608794,7.659405156782402,⚪,"⚪ Buy: 53.8% | Sell: 46.2% | Net: 7.7% | Value: 165,748"
2026-08-19T01:04:04.487669,LINK/USDT,244383.84524000002,221673.40715999997,22710.43808000005,52.43644294376397,47.563557056236036,4.872885887527936,⚪,"⚪ Buy: 52.4% | Sell: 47.6% | Net: 4.9% | Value: 22,710"
2026-08-19T01:04:05.522858,SUI/USDT,641717.5399999999,726040.86,-84323.32000000007,46.91746290865404,53.08253709134596,-6.165074182691919,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -84,323"
2026-08-19T01:04:06.607652,SHIB/USDT,217333813126.3101,202714149204.07935,14619663922.230743,51.740237453018715,48.259762546981285,3.4804749060374256,⚪,"⚪ Buy: 51.7% | Sell: 48.3% | Net: 3.5% | Value: 14,619,663,922"
2026-08-19T01:04:07.889995,LTC/USDT,16121.154000000002,17448.578,-1327.423999999999,48.02288561612586,51.97711438387414,-3.9542287677482766,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.0% | Value: -1,327"
2026-08-19T01:04:09.081467,ATOM/USDT,149139.29753999997,117492.15596000002,31647.141579999952,55.934622709469636,44.065377290530364,11.869245418939274,⚪,"⚪ Buy: 55.9% | Sell: 44.1% | Net: 11.9% | Value: 31,647"
2026-08-19T01:04:10.165732,XLM/USDT,2217598.047451978,1837308.3516346521,380289.69581732596,54.68925368909855,45.31074631090145,9.378507378197101,⚪,"⚪ Buy: 54.7% | Sell: 45.3% | Net: 9.4% | Value: 380,290"
2026-08-19T01:04:11.607769,UNI/USDT,913303.02418,850163.0302200002,63139.99395999976,51.79022425190607,48.209775748093925,3.5804485038121383,⚪,"⚪ Buy: 51.8% | Sell: 48.2% | Net: 3.6% | Value: 63,140"
2026-08-19T01:04:12.775870,ICP/USDT,23796.093290000004,30104.242309999994,-6308.14901999999,44.148321202660576,55.85167879733943,-11.703357594678854,⚪,"⚪ Buy: 44.1% | Sell: 55.9% | Net: -11.7% | Value: -6,308"
2026-08-19T01:04:13.791784,APT/USDT,25844.16622,23178.24158,2665.9246399999975,52.71908782089646,47.28091217910354,5.43817564179293,⚪,"⚪ Buy: 52.7% | Sell: 47.3% | Net: 5.4% | Value: 2,666"
2026-08-19T01:04:14.766628,NEAR/USDT,1311393.5125,1551006.1413999998,-239612.6288999999,45.814479844323465,54.185520155676535,-8.371040311353076,⚪,"⚪ Buy: 45.8% | Sell: 54.2% | Net: -8.4% | Value: -239,613"
2026-08-19T01:04:15.122010,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.320934,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.436988,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.557189,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.662248,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.767940,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T01:04:15.902863,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T02:37:34.186140,BTC/USDT,127.634001514,135.00927482599997,-7.375273311999962,48.59595238553672,51.40404761446329,-2.8080952289265686,⚪,⚪ Buy: 48.6% | Sell: 51.4% | Net: -2.8% | Value: -7
2026-08-19T02:37:35.855924,ETH/USDT,4605.7122417499995,4667.12492365,-61.41268190000028,49.668857110264206,50.331142889735794,-0.6622857794715856,⚪,⚪ Buy: 49.7% | Sell: 50.3% | Net: -0.7% | Value: -61
2026-08-19T02:37:37.277086,BNB/USDT,714.61256,656.35274,58.25981999999999,52.12477369047925,47.87522630952075,4.249547380958511,⚪,⚪ Buy: 52.1% | Sell: 47.9% | Net: 4.2% | Value: 58
2026-08-19T02:37:39.548786,XRP/USDT,3283082.2751800003,2877113.88122,405968.3939600005,53.29509307539036,46.704906924609624,6.590186150780743,⚪,"⚪ Buy: 53.3% | Sell: 46.7% | Net: 6.6% | Value: 405,968"
2026-08-19T02:37:40.983692,SOL/USDT,22371.4734,24346.264600000002,-1974.7912000000033,47.88646530788798,52.113534692112026,-4.2270693842240465,⚪,"⚪ Buy: 47.9% | Sell: 52.1% | Net: -4.2% | Value: -1,975"
2026-08-19T02:37:43.468554,DOGE/USDT,4547711.07352,4881056.999179999,-333345.92565999925,48.23229332246931,51.76770667753069,-3.53541335506138,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.5% | Value: -333,346"
2026-08-19T02:37:45.656523,ADA/USDT,1864183.8720000002,1951878.0279999997,-87694.1559999995,48.85098619600485,51.14901380399516,-2.2980276079903077,⚪,"⚪ Buy: 48.9% | Sell: 51.1% | Net: -2.3% | Value: -87,694"
2026-08-19T02:37:48.728141,TRX/USDT,1169421.978,1410304.582,-240882.60400000005,45.33123766419648,54.668762335803535,-9.337524671607058,⚪,"⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.3% | Value: -240,883"
2026-08-19T02:37:50.413944,AVAX/USDT,88685.49826,79337.95603999999,9347.542220000003,52.78161827434826,47.21838172565174,5.563236548696525,⚪,"⚪ Buy: 52.8% | Sell: 47.2% | Net: 5.6% | Value: 9,348"
2026-08-19T02:37:51.993415,DOT/USDT,1149374.8651199997,1027352.89928,122021.96583999973,52.80287612984149,47.197123870158514,5.605752259682976,⚪,"⚪ Buy: 52.8% | Sell: 47.2% | Net: 5.6% | Value: 122,022"
2026-08-19T02:37:54.156801,LINK/USDT,246733.70563999997,223239.98076,23493.724879999965,52.49947237045992,47.500527629540066,4.998944740919853,⚪,"⚪ Buy: 52.5% | Sell: 47.5% | Net: 5.0% | Value: 23,494"
2026-08-19T02:37:56.219980,SUI/USDT,556463.6600000001,671673.7399999999,-115210.07999999973,45.30956064036485,54.69043935963516,-9.380878719270314,⚪,"⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.4% | Value: -115,210"
2026-08-19T02:37:57.808299,SHIB/USDT,203193323412.0836,197763460516.54538,5429862895.538208,50.67711323429119,49.3228867657088,1.354226468582393,⚪,"⚪ Buy: 50.7% | Sell: 49.3% | Net: 1.4% | Value: 5,429,862,896"
2026-08-19T02:37:59.438555,LTC/USDT,15443.6634,16051.807600000004,-608.1442000000043,49.03455293619834,50.96544706380165,-1.9308941276033122,⚪,⚪ Buy: 49.0% | Sell: 51.0% | Net: -1.9% | Value: -608
2026-08-19T02:38:01.822336,ATOM/USDT,141197.00715999998,124398.04034,16798.966819999972,53.16251507287612,46.83748492712388,6.325030145752238,⚪,"⚪ Buy: 53.2% | Sell: 46.8% | Net: 6.3% | Value: 16,799"
2026-08-19T02:38:03.291876,XLM/USDT,2046689.3074519783,1789746.301634652,256943.00581732625,53.348720426960305,46.65127957303969,6.697440853920618,⚪,"⚪ Buy: 53.3% | Sell: 46.7% | Net: 6.7% | Value: 256,943"
2026-08-19T02:38:04.780322,UNI/USDT,965322.9983999999,837277.9077,128045.09069999994,53.55167608833147,46.448323911668545,7.103352176662925,⚪,"⚪ Buy: 53.6% | Sell: 46.4% | Net: 7.1% | Value: 128,045"
2026-08-19T02:38:06.339770,ICP/USDT,25065.237590000004,29527.004509999995,-4461.766919999991,45.91355222979567,54.086447770204316,-8.172895540408645,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -4,462"
2026-08-19T02:38:08.415073,APT/USDT,25844.70496,23178.60074,2666.1042199999974,52.71922117646996,47.280778823530056,5.438442352939895,⚪,"⚪ Buy: 52.7% | Sell: 47.3% | Net: 5.4% | Value: 2,666"
2026-08-19T02:38:09.911502,NEAR/USDT,1413875.3874,1608445.4629999998,-194570.07559999987,46.781114824816676,53.21888517518332,-6.437770350366632,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.4% | Value: -194,570"
2026-08-19T02:38:10.350245,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T02:38:10.498633,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-19T02:38:10.666749,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
