timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-04-14T02:24:26.763412,BTC/USDT,866.951238778,812.886730732,54.0645080459999,51.60921794325706,48.39078205674294,3.2184358865141163,⚪,⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.2% | Value: 54
2026-04-14T02:24:28.295594,ETH/USDT,36653.142061888,29275.140896681998,7378.001165206002,55.59547498745145,44.404525012548554,11.1909499749029,⚪,"⚪ Buy: 55.6% | Sell: 44.4% | Net: 11.2% | Value: 7,378"
2026-04-14T02:24:29.732423,BNB/USDT,3024.7724200000002,2574.4229800000003,450.34943999999996,54.02155495412787,45.97844504587213,8.043109908255746,⚪,⚪ Buy: 54.0% | Sell: 46.0% | Net: 8.0% | Value: 450
2026-04-14T02:24:31.250391,XRP/USDT,16901096.74408886,13494766.184541795,3406330.559547063,55.60327990612589,44.3967200938741,11.20655981225179,⚪,"⚪ Buy: 55.6% | Sell: 44.4% | Net: 11.2% | Value: 3,406,331"
2026-04-14T02:24:33.188593,SOL/USDT,125134.196404398,104179.475414662,20954.720989736,54.56900821122221,45.43099178877779,9.13801642244442,⚪,"⚪ Buy: 54.6% | Sell: 45.4% | Net: 9.1% | Value: 20,955"
2026-04-14T02:24:34.703246,DOGE/USDT,15671192.61318,13388796.246320002,2282396.3668599986,53.927042742333775,46.07295725766622,7.854085484667555,⚪,"⚪ Buy: 53.9% | Sell: 46.1% | Net: 7.9% | Value: 2,282,396"
2026-04-14T02:24:36.310682,ADA/USDT,4372399.640000001,3499583.9700000007,872815.6699999999,55.543810259533814,44.456189740466186,11.087620519067617,⚪,"⚪ Buy: 55.5% | Sell: 44.5% | Net: 11.1% | Value: 872,816"
2026-04-14T02:24:37.662855,TRX/USDT,2276543.572873088,1982270.2968096314,294273.27606345667,53.45487364637257,46.54512635362742,6.90974729274515,⚪,"⚪ Buy: 53.5% | Sell: 46.5% | Net: 6.9% | Value: 294,273"
2026-04-14T02:24:39.553635,AVAX/USDT,333545.66514,284525.0925600001,49020.57257999992,53.965611701354234,46.034388298645766,7.931223402708462,⚪,"⚪ Buy: 54.0% | Sell: 46.0% | Net: 7.9% | Value: 49,021"
2026-04-14T02:24:41.139978,DOT/USDT,10724486.826760001,11037818.71454,-313331.88777999766,49.28010410665046,50.719895893349545,-1.439791786699087,⚪,"⚪ Buy: 49.3% | Sell: 50.7% | Net: -1.4% | Value: -313,332"
2026-04-14T02:24:42.605023,LINK/USDT,266793.83989999996,222222.54090000002,44571.29899999994,54.55723987477516,45.44276012522484,9.114479749550334,⚪,"⚪ Buy: 54.6% | Sell: 45.4% | Net: 9.1% | Value: 44,571"
2026-04-14T02:24:44.297315,SUI/USDT,1519849.12,1291169.3800000001,228679.74,54.06756020993815,45.93243979006186,8.135120419876284,⚪,"⚪ Buy: 54.1% | Sell: 45.9% | Net: 8.1% | Value: 228,680"
2026-04-14T02:24:45.801470,SHIB/USDT,532927611278.4275,491231004295.5272,41696606982.90027,52.03565181939776,47.96434818060224,4.0713036387955235,⚪,"⚪ Buy: 52.0% | Sell: 48.0% | Net: 4.1% | Value: 41,696,606,983"
2026-04-14T02:24:47.420302,LTC/USDT,17641.534525886,15608.489683924001,2033.0448419619988,53.05720806266688,46.942791937333126,6.114416125333752,⚪,"⚪ Buy: 53.1% | Sell: 46.9% | Net: 6.1% | Value: 2,033"
2026-04-14T02:24:49.207498,ATOM/USDT,1557207.3742738676,1460733.901410802,96473.47286306554,51.59833250634042,48.40166749365958,3.1966650126808367,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.2% | Value: 96,473"
2026-04-14T02:24:50.780868,XLM/USDT,983917.447,773864.4830000001,210052.96399999992,55.97494377473774,44.025056225262254,11.949887549475486,⚪,"⚪ Buy: 56.0% | Sell: 44.0% | Net: 11.9% | Value: 210,053"
2026-04-14T02:24:52.633196,UNI/USDT,2188145.3162800004,1941882.5259199997,246262.79036000068,52.98136961503898,47.018630384961035,5.962739230077937,⚪,"⚪ Buy: 53.0% | Sell: 47.0% | Net: 6.0% | Value: 246,263"
2026-04-14T02:24:55.214968,ICP/USDT,191217.0162,185537.8226,5679.193599999999,50.753698826813846,49.246301173186154,1.5073976536276934,⚪,"⚪ Buy: 50.8% | Sell: 49.2% | Net: 1.5% | Value: 5,679"
