timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2025-10-18T01:13:29.551417,BTC/USDT,1935.5436913019998,1953.2216468680003,-17.67795556600049,49.77270477865451,50.22729522134549,-0.4545904426909826,⚪,⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.5% | Value: -18
2025-10-18T01:13:30.959395,ETH/USDT,56841.30623866199,55512.554033087996,1328.7522055739973,50.591324678279925,49.40867532172008,1.182649356559844,⚪,"⚪ Buy: 50.6% | Sell: 49.4% | Net: 1.2% | Value: 1,329"
2025-10-18T01:13:32.497670,BNB/USDT,3061.3253177160004,3207.1231765739994,-145.79785885799902,48.83704987772646,51.16295012227354,-2.3259002445470824,⚪,⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.3% | Value: -146
2025-10-18T01:13:33.806509,XRP/USDT,7910279.041740374,7791864.973826917,118414.06791345682,50.37706337362611,49.622936626373885,0.7541267472522205,⚪,"⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.8% | Value: 118,414"
2025-10-18T01:13:35.639281,SOL/USDT,90389.358970768,94910.303456152,-4520.9444853840105,48.7800991037512,51.2199008962488,-2.439801792497608,⚪,"⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.4% | Value: -4,521"
2025-10-18T01:13:36.865713,DOGE/USDT,18575665.695158742,19111957.28063812,-536291.5854793787,49.28850436412004,50.71149563587996,-1.4229912717599282,⚪,"⚪ Buy: 49.3% | Sell: 50.7% | Net: -1.4% | Value: -536,292"
2025-10-18T01:13:38.149014,ADA/USDT,9819478.973837914,9831853.715316275,-12374.74147836119,49.968514243603465,50.03148575639654,-0.06297151279307872,⚪,"⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.1% | Value: -12,375"
2025-10-18T01:13:39.361662,TRX/USDT,3486653.484999999,3398343.0549999992,88310.4299999997,50.64132515889398,49.35867484110602,1.2826503177879554,⚪,"⚪ Buy: 50.6% | Sell: 49.4% | Net: 1.3% | Value: 88,310"
2025-10-18T01:13:40.557915,AVAX/USDT,175832.0797,200905.62720000002,-25073.547500000015,46.67228060255521,53.327719397444795,-6.655438794889585,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.7% | Value: -25,074"
2025-10-18T01:13:41.853338,DOT/USDT,248220.36778000003,263896.27942,-15675.911639999948,48.46949794292882,51.53050205707118,-3.0610041141423663,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -3.1% | Value: -15,676"
2025-10-18T01:13:43.999209,LINK/USDT,356399.47532,383255.1131799999,-26855.6378599999,48.18458248772157,51.81541751227843,-3.630835024556858,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -26,856"
