timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-04-17T00:04:17.959427,BTC/USDT,666.36374649,624.23668047,42.12706602000003,51.63207237267192,48.36792762732808,3.2641447453438417,⚪,⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.3% | Value: 42
2026-04-17T00:04:19.291571,ETH/USDT,24606.248434462537,23166.623384448805,1439.625050013732,51.50673907094261,48.4932609290574,3.0134781418852086,⚪,"⚪ Buy: 51.5% | Sell: 48.5% | Net: 3.0% | Value: 1,440"
2026-04-17T00:04:20.642266,BNB/USDT,6071.952619999999,5056.950080000001,1015.0025399999977,54.560209426577146,45.43979057342285,9.120418853154296,⚪,"⚪ Buy: 54.6% | Sell: 45.4% | Net: 9.1% | Value: 1,015"
2026-04-17T00:04:21.877555,XRP/USDT,21400864.128121585,20098643.660432383,1302220.4676892012,51.56895893118083,48.43104106881918,3.137917862361655,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.1% | Value: 1,302,220"
2026-04-17T00:04:23.674224,SOL/USDT,133010.72307906402,120296.16071937601,12714.562359688003,52.50971512677191,47.490284873228084,5.019430253543826,⚪,"⚪ Buy: 52.5% | Sell: 47.5% | Net: 5.0% | Value: 12,715"
2026-04-17T00:04:25.019062,DOGE/USDT,24323831.795719996,23305691.787480004,1018140.008239992,51.068811875119316,48.931188124880684,2.1376237502386286,⚪,"⚪ Buy: 51.1% | Sell: 48.9% | Net: 2.1% | Value: 1,018,140"
2026-04-17T00:04:26.362432,ADA/USDT,6063578.981000001,6199317.648999999,-135738.66799999867,49.44654728774307,50.55345271225694,-1.106905424513871,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.1% | Value: -135,739"
2026-04-17T00:04:27.723109,TRX/USDT,1989306.113,1915365.9370000002,73940.17599999974,50.946816724339236,49.053183275660764,1.8936334486784814,⚪,"⚪ Buy: 50.9% | Sell: 49.1% | Net: 1.9% | Value: 73,940"
2026-04-17T00:04:29.197104,AVAX/USDT,508149.8854600001,473340.34704,34809.538420000055,51.773300297209026,48.226699702790974,3.546600594418045,⚪,"⚪ Buy: 51.8% | Sell: 48.2% | Net: 3.5% | Value: 34,810"
2026-04-17T00:04:30.517835,DOT/USDT,10757273.24986,9650640.67414,1106632.5757199991,52.71128293622059,47.288717063779394,5.422565872441196,⚪,"⚪ Buy: 52.7% | Sell: 47.3% | Net: 5.4% | Value: 1,106,633"
2026-04-17T00:04:31.827305,LINK/USDT,270990.75134,290652.68146000005,-19661.930120000034,48.24960740465013,51.75039259534987,-3.5007851906997374,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.5% | Value: -19,662"
2026-04-17T00:04:33.664154,SUI/USDT,2027613.2400000002,2043214.56,-15601.319999999832,49.80837656655485,50.19162343344515,-0.3832468668903124,⚪,"⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.4% | Value: -15,601"
2026-04-17T00:04:35.064390,SHIB/USDT,418023964762.3277,397871746191.9318,20152218570.395874,51.23497515061246,48.765024849387544,2.4699503012249124,⚪,"⚪ Buy: 51.2% | Sell: 48.8% | Net: 2.5% | Value: 20,152,218,570"
2026-04-17T00:04:36.452072,LTC/USDT,17771.3312,19154.720799999996,-1383.389599999995,48.12681084888252,51.87318915111747,-3.7463783022349513,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.7% | Value: -1,383"
2026-04-17T00:04:37.815041,ATOM/USDT,1597222.3908,1416548.4249,180673.96589999995,52.997473546408926,47.002526453591074,5.99494709281785,⚪,"⚪ Buy: 53.0% | Sell: 47.0% | Net: 6.0% | Value: 180,674"
2026-04-17T00:04:39.169381,XLM/USDT,2163604.54,1929360.7400000005,234243.79999999958,52.86154149834371,47.138458501656295,5.723082996687419,⚪,"⚪ Buy: 52.9% | Sell: 47.1% | Net: 5.7% | Value: 234,244"
2026-04-17T00:04:40.468516,UNI/USDT,1733034.36974,1600936.39576,132097.97398,51.981090766406126,48.01890923359388,3.9621815328122443,⚪,"⚪ Buy: 52.0% | Sell: 48.0% | Net: 4.0% | Value: 132,098"
2026-04-17T00:04:42.467553,ICP/USDT,479260.95571999997,469226.13478,10034.820939999947,50.528990907757645,49.47100909224236,1.057981815515279,⚪,"⚪ Buy: 50.5% | Sell: 49.5% | Net: 1.1% | Value: 10,035"
2026-04-17T00:04:43.743383,APT/USDT,204726.76413999998,222837.14276,-18110.378620000003,47.882143659961024,52.11785634003898,-4.235712680077955,⚪,"⚪ Buy: 47.9% | Sell: 52.1% | Net: -4.2% | Value: -18,110"
2026-04-17T00:04:45.056553,NEAR/USDT,7055529.837000352,6261099.05063357,794430.7863667822,52.9828524661542,47.0171475338458,5.965704932308399,⚪,"⚪ Buy: 53.0% | Sell: 47.0% | Net: 6.0% | Value: 794,431"
2026-04-17T00:04:45.448223,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:45.568242,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:45.760119,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:45.874349,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:45.975017,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:46.172036,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T00:04:46.299540,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-17T03:50:30.475686,BTC/USDT,426.6676526139999,433.512381096,-6.844728482000107,49.60213395953412,50.397866040465885,-0.7957320809317613,⚪,⚪ Buy: 49.6% | Sell: 50.4% | Net: -0.8% | Value: -7
2026-04-17T03:50:32.807195,ETH/USDT,17255.482429334537,18380.920198256812,-1125.4377689222747,48.4209436335601,51.5790563664399,-3.1581127328798018,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.2% | Value: -1,125"
