timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-04-13T02:30:21.140038,BTC/USDT,391.277671328,359.484258582,31.793412746,52.1174097592969,47.88259024070312,4.234819518593777,⚪,⚪ Buy: 52.1% | Sell: 47.9% | Net: 4.2% | Value: 32
2026-04-13T02:30:23.499241,ETH/USDT,11309.308400045304,12493.943260830203,-1184.6348607848995,47.51161127550477,52.48838872449523,-4.97677744899046,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -5.0% | Value: -1,185"
2026-04-13T02:30:25.796918,BNB/USDT,2176.2366200000006,2229.05308,-52.81645999999955,49.400533635733424,50.59946636426657,-1.1989327285331437,⚪,⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.2% | Value: -53
2026-04-13T02:30:27.995128,XRP/USDT,5492829.65888,6550940.64692,-1058110.9880400002,45.60722696807644,54.39277303192356,-8.78554606384712,⚪,"⚪ Buy: 45.6% | Sell: 54.4% | Net: -8.8% | Value: -1,058,111"
2026-04-13T02:30:29.751157,SOL/USDT,54277.87435514399,49756.98357009601,4520.890785047981,52.172776930351894,47.82722306964809,4.3455538607038005,⚪,"⚪ Buy: 52.2% | Sell: 47.8% | Net: 4.3% | Value: 4,521"
2026-04-13T02:30:31.324539,DOGE/USDT,6733821.393359999,6388069.29244,345752.1009199992,51.31746296779532,48.68253703220467,2.634925935590659,⚪,"⚪ Buy: 51.3% | Sell: 48.7% | Net: 2.6% | Value: 345,752"
2026-04-13T02:30:33.090072,ADA/USDT,1303609.3690020058,1387638.9426680042,-84029.57366599841,48.43883648153865,51.56116351846135,-3.1223270369227,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.1% | Value: -84,030"
2026-04-13T02:30:35.220928,TRX/USDT,963461.8150000002,1084180.755,-120718.93999999971,47.05224579307316,52.947754206926845,-5.895508413853679,⚪,"⚪ Buy: 47.1% | Sell: 52.9% | Net: -5.9% | Value: -120,719"
2026-04-13T02:30:37.276463,AVAX/USDT,152180.9509,140926.5924,11254.358500000002,51.919834333379974,48.08016566662001,3.8396686667599664,⚪,"⚪ Buy: 51.9% | Sell: 48.1% | Net: 3.8% | Value: 11,254"
2026-04-13T02:30:38.768387,DOT/USDT,5585385.667859999,4766281.22534,819104.4425199991,53.95638910607754,46.04361089392247,7.91277821215507,⚪,"⚪ Buy: 54.0% | Sell: 46.0% | Net: 7.9% | Value: 819,104"
2026-04-13T02:30:40.248108,LINK/USDT,87928.5453,89111.9032,-1183.3579000000027,49.66579448085842,50.33420551914157,-0.6684110382831541,⚪,"⚪ Buy: 49.7% | Sell: 50.3% | Net: -0.7% | Value: -1,183"
2026-04-13T02:30:41.833942,SUI/USDT,395089.4,416863.3,-21773.899999999965,48.65916450551862,51.3408354944814,-2.6816709889627766,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.7% | Value: -21,774"
2026-04-13T02:30:43.200305,SHIB/USDT,486632012461.0179,473419765585.4594,13212246875.558472,50.6881007450683,49.3118992549317,1.3762014901365924,⚪,"⚪ Buy: 50.7% | Sell: 49.3% | Net: 1.4% | Value: 13,212,246,876"
2026-04-13T02:30:45.777596,LTC/USDT,8402.096769167998,9316.113653752001,-914.0168845840035,47.420685095257575,52.57931490474243,-5.158629809484854,⚪,⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.2% | Value: -914
2026-04-13T02:30:47.288389,ATOM/USDT,1259983.64012,1288120.8483799999,-28137.208259999752,49.44787962214683,50.55212037785317,-1.1042407557063472,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.1% | Value: -28,137"
2026-04-13T02:30:48.735770,XLM/USDT,754501.468,834964.7120000002,-80463.24400000018,47.46885951357581,52.5311404864242,-5.0622809728483915,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -5.1% | Value: -80,463"
2026-04-13T02:30:50.228032,UNI/USDT,1776119.79286,1608395.52044,167724.27241999982,52.477818193950846,47.522181806049154,4.955636387901694,⚪,"⚪ Buy: 52.5% | Sell: 47.5% | Net: 5.0% | Value: 167,724"
2026-04-13T02:30:52.033487,ICP/USDT,117437.63092000001,123676.39228,-6238.7613599999895,48.70626326971762,51.29373673028239,-2.587473460564773,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.6% | Value: -6,239"
2026-04-13T02:30:53.518787,APT/USDT,52186.316,64825.3353,-12639.0193,44.59924752809638,55.40075247190362,-10.801504943807249,⚪,"⚪ Buy: 44.6% | Sell: 55.4% | Net: -10.8% | Value: -12,639"
2026-04-13T02:30:55.377210,NEAR/USDT,5469284.17052,5205525.098379999,263759.07214000076,51.23542756360264,48.76457243639736,2.470855127205286,⚪,"⚪ Buy: 51.2% | Sell: 48.8% | Net: 2.5% | Value: 263,759"
2026-04-13T02:30:56.168998,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-13T02:30:56.571598,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-13T02:30:56.908984,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-13T02:30:57.195031,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-04-13T02:30:57.475727,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
