timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2025-12-21T01:39:35.950747,BTC/USDT,283.7870052,285.7249235,-1.9379182999999784,49.82986148293473,50.17013851706527,-0.34027703413053695,⚪,⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.3% | Value: -2
2025-12-21T01:39:37.112630,ETH/USDT,3340.7509432319994,3750.786531048,-410.03558781600077,47.108979616175326,52.891020383824674,-5.782040767649352,⚪,⚪ Buy: 47.1% | Sell: 52.9% | Net: -5.8% | Value: -410
2025-12-21T01:39:38.398038,BNB/USDT,990.790170046,781.777813364,209.0123566819999,55.89575008231588,44.10424991768412,11.791500164631753,⚪,⚪ Buy: 55.9% | Sell: 44.1% | Net: 11.8% | Value: 209
2025-12-21T01:39:39.624935,XRP/USDT,2964506.70706,2923817.08464,40689.62241999991,50.34551108141637,49.65448891858363,0.6910221628327361,⚪,"⚪ Buy: 50.3% | Sell: 49.7% | Net: 0.7% | Value: 40,690"
2025-12-21T01:39:40.845627,SOL/USDT,31067.806191846,31107.881794564004,-40.07560271800321,49.96777228848134,50.032227711518665,-0.06445542303731758,⚪,⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.1% | Value: -40
2025-12-21T01:39:42.037939,DOGE/USDT,11454126.618259206,12184464.308072805,-730337.689813599,48.45520045570896,51.544799544291045,-3.089599088582075,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -3.1% | Value: -730,338"
2025-12-21T01:39:43.275585,ADA/USDT,2189327.252,2558631.5979999993,-369304.34599999944,46.11091463018893,53.88908536981106,-7.778170739622133,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -369,304"
2025-12-21T01:39:44.497124,TRX/USDT,2298011.2500000005,2203902.3,94108.95000000065,51.045210541637346,48.95478945836264,2.090421083274703,⚪,"⚪ Buy: 51.0% | Sell: 49.0% | Net: 2.1% | Value: 94,109"
2025-12-21T01:39:46.187985,AVAX/USDT,41973.534,43388.68720000001,-1415.153200000008,49.17108928276107,50.82891071723894,-1.6578214344778648,⚪,"⚪ Buy: 49.2% | Sell: 50.8% | Net: -1.7% | Value: -1,415"
2025-12-21T01:39:47.436342,DOT/USDT,235836.77094,288673.68535999994,-52836.91441999996,44.96321629193801,55.03678370806199,-10.073567416123971,⚪,"⚪ Buy: 45.0% | Sell: 55.0% | Net: -10.1% | Value: -52,837"
2025-12-21T01:39:48.622046,LINK/USDT,257265.91888,305075.11292,-47809.19403999997,45.74909251357958,54.25090748642041,-8.501814972840823,⚪,"⚪ Buy: 45.7% | Sell: 54.3% | Net: -8.5% | Value: -47,809"
2025-12-21T01:39:49.870895,SUI/USDT,865786.58,921425.1200000001,-55638.540000000154,48.443426148116636,51.55657385188336,-3.1131477037667192,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.1% | Value: -55,639"
2025-12-21T01:39:51.088354,SHIB/USDT,118669095824.49086,101191452535.06854,17477643289.422318,53.97471111116293,46.025288888837075,7.949422222325864,⚪,"⚪ Buy: 54.0% | Sell: 46.0% | Net: 7.9% | Value: 17,477,643,289"
2025-12-21T01:39:52.326888,LTC/USDT,16843.259538598,15862.945025732,980.314512865998,51.498667494324835,48.501332505675165,2.9973349886496683,⚪,⚪ Buy: 51.5% | Sell: 48.5% | Net: 3.0% | Value: 980
2025-12-21T01:39:53.508734,ATOM/USDT,18137.37674,15543.105359999998,2594.271380000002,53.85129787082234,46.14870212917766,7.702595741644691,⚪,"⚪ Buy: 53.9% | Sell: 46.1% | Net: 7.7% | Value: 2,594"
2025-12-21T01:39:54.701199,XLM/USDT,835957.9720000001,977306.1379999999,-141348.16599999985,46.10238339741915,53.897616602580854,-7.795233205161704,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -141,348"
2025-12-21T01:39:55.912653,UNI/USDT,460045.52453352796,382526.257730712,77519.26680281595,54.60015801825803,45.39984198174198,9.200316036516048,⚪,"⚪ Buy: 54.6% | Sell: 45.4% | Net: 9.2% | Value: 77,519"
2025-12-21T01:39:57.120882,ICP/USDT,315153.6646206,272168.0472809,42985.617339699995,53.659460945222904,46.34053905477709,7.318921890445816,⚪,"⚪ Buy: 53.7% | Sell: 46.3% | Net: 7.3% | Value: 42,986"
2025-12-21T01:39:58.697187,APT/USDT,107748.63302,120690.15348000001,-12941.520460000014,47.1673986151209,52.8326013848791,-5.6652027697581975,⚪,"⚪ Buy: 47.2% | Sell: 52.8% | Net: -5.7% | Value: -12,942"
2025-12-21T01:39:59.862472,NEAR/USDT,425713.95527573593,451364.612283824,-25650.657008088077,48.537721821235465,51.46227817876454,-2.9245563575290774,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -2.9% | Value: -25,651"
2025-12-21T01:40:00.250872,AAPL,144599200.0,0,144599200.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 144,599,200"
2025-12-21T01:40:00.417852,MSFT,70824900.0,0,70824900.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 70,824,900"
2025-12-21T01:40:00.545231,GOOG,45205100.0,0,45205100.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 45,205,100"
2025-12-21T01:40:00.664374,GC=F,705.0,0,705.0,100.0,0.0,100.0,🟢,🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 705
2025-12-21T01:40:00.768886,CL=F,85735.0,0,85735.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 85,735"
2025-12-21T01:40:00.888389,TSLA,0,103066200.0,-103066200.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -103,066,200"
2025-12-21T01:40:01.156093,NVDA,324372500.0,0,324372500.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 324,372,500"
2025-12-21T03:27:48.063279,BTC/USDT,307.881967814,307.834347976,0.0476198380000028,50.00386702745882,49.99613297254119,0.007734054917629358,⚪,⚪ Buy: 50.0% | Sell: 50.0% | Net: 0.0% | Value: 0
2025-12-21T03:27:49.063516,ETH/USDT,3529.038904472,3789.734236108,-260.695331636,48.218995679818676,51.781004320181324,-3.5620086403626434,⚪,⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -261
2025-12-21T03:27:50.141561,BNB/USDT,814.3558700460001,699.1806133639999,115.17525668200017,53.80483912824189,46.1951608717581,7.60967825648379,⚪,⚪ Buy: 53.8% | Sell: 46.2% | Net: 7.6% | Value: 115
2025-12-21T03:27:51.185761,XRP/USDT,2851126.88528,2885309.27812,-34182.39283999987,49.70205897994566,50.29794102005434,-0.5958820401086775,⚪,"⚪ Buy: 49.7% | Sell: 50.3% | Net: -0.6% | Value: -34,182"
2025-12-21T03:27:52.337840,SOL/USDT,29946.942600000002,34828.9614,-4882.018799999998,46.231608901976884,53.768391098023116,-7.5367821960462305,⚪,"⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.5% | Value: -4,882"
2025-12-21T03:27:53.394262,DOGE/USDT,10937064.466239206,12064883.870692804,-1127819.404453598,47.548426359512405,52.451573640487595,-4.903147280975182,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -4.9% | Value: -1,127,819"
2025-12-21T03:27:54.608168,ADA/USDT,2050477.776,2463236.3140000002,-412758.5380000002,45.427728365488925,54.5722716345111,-9.144543269022169,⚪,"⚪ Buy: 45.4% | Sell: 54.6% | Net: -9.1% | Value: -412,759"
2025-12-21T03:27:55.688955,TRX/USDT,2478153.496,2145895.874,332257.622,53.5927127438953,46.40728725610471,7.185425487790587,⚪,"⚪ Buy: 53.6% | Sell: 46.4% | Net: 7.2% | Value: 332,258"
2025-12-21T03:27:56.697788,AVAX/USDT,40085.22032000001,43545.19328,-3459.972959999992,47.93139073988749,52.06860926011252,-4.13721852022503,⚪,"⚪ Buy: 47.9% | Sell: 52.1% | Net: -4.1% | Value: -3,460"
2025-12-21T03:27:57.756404,DOT/USDT,236099.27785999997,279990.61344,-43891.33558000001,45.747704390271984,54.252295609728016,-8.50459121945604,⚪,"⚪ Buy: 45.7% | Sell: 54.3% | Net: -8.5% | Value: -43,891"
2025-12-21T03:27:58.777893,LINK/USDT,258380.19257934,316198.25851901,-57818.06593966999,44.96865346854321,55.03134653145679,-10.062693062913585,⚪,"⚪ Buy: 45.0% | Sell: 55.0% | Net: -10.1% | Value: -57,818"
2025-12-21T03:27:59.830931,SUI/USDT,873852.38,964121.9199999999,-90269.53999999992,47.54431985256813,52.455680147431885,-4.91136029486375,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -4.9% | Value: -90,270"
2025-12-21T03:28:00.904539,SHIB/USDT,108424695832.68803,95283421250.55309,13141274582.134949,53.22551569625599,46.77448430374401,6.451031392511982,⚪,"⚪ Buy: 53.2% | Sell: 46.8% | Net: 6.5% | Value: 13,141,274,582"
2025-12-21T03:28:01.897199,LTC/USDT,17983.754738598003,16910.966825732,1072.7879128660024,51.53717792372734,48.46282207627267,3.0743558474546626,⚪,"⚪ Buy: 51.5% | Sell: 48.5% | Net: 3.1% | Value: 1,073"
2025-12-21T03:28:02.956315,ATOM/USDT,16410.872919999998,15813.360379999996,597.5125400000015,50.927116767119486,49.072883232880514,1.8542335342389717,⚪,⚪ Buy: 50.9% | Sell: 49.1% | Net: 1.9% | Value: 598
2025-12-21T03:28:04.042457,XLM/USDT,766555.5719999999,912513.0680000001,-145957.49600000016,45.653617353010645,54.34638264698934,-8.692765293978699,⚪,"⚪ Buy: 45.7% | Sell: 54.3% | Net: -8.7% | Value: -145,957"
2025-12-21T03:28:05.096736,UNI/USDT,375253.539613528,344578.952150712,30674.58746281598,52.130675387244295,47.86932461275571,4.2613507744885935,⚪,"⚪ Buy: 52.1% | Sell: 47.9% | Net: 4.3% | Value: 30,675"
2025-12-21T03:28:06.148213,ICP/USDT,321730.3352006,295813.6524009,25916.68279969995,52.09836734872593,47.90163265127407,4.196734697451858,⚪,"⚪ Buy: 52.1% | Sell: 47.9% | Net: 4.2% | Value: 25,917"
2025-12-21T03:28:07.220358,APT/USDT,97390.56992,95930.58037999998,1459.9895400000096,50.37760729690838,49.62239270309163,0.7552145938167479,⚪,"⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.8% | Value: 1,460"
2025-12-21T03:28:08.335223,NEAR/USDT,433035.97745573596,480754.77210382407,-47718.79464808811,47.388964887689646,52.61103511231035,-5.222070224620701,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.2% | Value: -47,719"
2025-12-21T03:28:08.893078,AAPL,144599200.0,0,144599200.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 144,599,200"
2025-12-21T03:28:09.072625,MSFT,70824900.0,0,70824900.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 70,824,900"
2025-12-21T03:28:09.208054,GOOG,45205100.0,0,45205100.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 45,205,100"
2025-12-21T03:28:09.324026,GC=F,705.0,0,705.0,100.0,0.0,100.0,🟢,🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 705
2025-12-21T03:28:09.442241,CL=F,85735.0,0,85735.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 85,735"
2025-12-21T03:28:09.561520,TSLA,0,103066200.0,-103066200.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -103,066,200"
2025-12-21T03:28:09.706430,NVDA,324372500.0,0,324372500.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 324,372,500"
2025-12-21T04:22:39.808152,BTC/USDT,327.37734611,311.21987414,16.157471970000017,51.26507534464954,48.734924655350476,2.530150689299061,⚪,⚪ Buy: 51.3% | Sell: 48.7% | Net: 2.5% | Value: 16
2025-12-21T04:22:41.423059,ETH/USDT,3570.957783212,3817.680155268,-246.72237205600004,48.330393408702086,51.6696065912979,-3.3392131825958176,⚪,⚪ Buy: 48.3% | Sell: 51.7% | Net: -3.3% | Value: -247
2025-12-21T04:22:43.180450,BNB/USDT,764.828490046,679.2544933639999,85.57399668200003,52.962918255567594,47.0370817444324,5.925836511135184,⚪,⚪ Buy: 53.0% | Sell: 47.0% | Net: 5.9% | Value: 86
2025-12-21T04:22:44.410096,XRP/USDT,2782088.1490800004,2898593.34142,-116505.1923399996,48.97454915809982,51.02545084190018,-2.050901683800355,⚪,"⚪ Buy: 49.0% | Sell: 51.0% | Net: -2.1% | Value: -116,505"
2025-12-21T04:22:46.017698,SOL/USDT,30827.211199999998,34016.894799999995,-3189.6835999999967,47.540498437899664,52.45950156210034,-4.919003124200675,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -4.9% | Value: -3,190"
2025-12-21T04:22:47.216928,DOGE/USDT,10687785.528419208,11514118.043512803,-826332.5150935948,48.139050301663644,51.860949698336356,-3.721899396672712,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.7% | Value: -826,333"
2025-12-21T04:22:48.443664,ADA/USDT,2060763.9880000001,2409732.802,-348968.814,46.09697948133411,53.90302051866589,-7.806041037331782,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -348,969"
2025-12-21T04:22:49.685327,TRX/USDT,2447704.243,2140576.3669999996,307127.87600000016,53.346873285502916,46.65312671449709,6.693746571005827,⚪,"⚪ Buy: 53.3% | Sell: 46.7% | Net: 6.7% | Value: 307,128"
2025-12-21T04:22:50.980676,AVAX/USDT,39105.494620000005,43362.86118,-4257.366559999995,47.418787777020285,52.581212222979715,-5.162424445959422,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.2% | Value: -4,257"
2025-12-21T04:22:52.214245,DOT/USDT,237626.4814,270047.6951,-32421.213700000022,46.80688764558423,53.193112354415774,-6.386224708831535,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.4% | Value: -32,421"
2025-12-21T04:22:53.423072,LINK/USDT,264651.50099934,318071.65749901,-53420.15649967,45.41633486496991,54.58366513503009,-9.16733027006018,⚪,"⚪ Buy: 45.4% | Sell: 54.6% | Net: -9.2% | Value: -53,420"
2025-12-21T04:22:54.814864,SUI/USDT,882858.8600000001,945150.1399999999,-62291.279999999795,48.29619876050939,51.70380123949061,-3.407602478981219,⚪,"⚪ Buy: 48.3% | Sell: 51.7% | Net: -3.4% | Value: -62,291"
2025-12-21T04:22:56.044504,SHIB/USDT,108124190195.32484,91232577334.77277,16891612860.552078,54.23652857884594,45.763471421154065,8.473057157691871,⚪,"⚪ Buy: 54.2% | Sell: 45.8% | Net: 8.5% | Value: 16,891,612,861"
2025-12-21T04:22:57.237829,LTC/USDT,16773.976778908,16372.234519272,401.7422596359993,50.60601535424662,49.39398464575338,1.2120307084932456,⚪,⚪ Buy: 50.6% | Sell: 49.4% | Net: 1.2% | Value: 402
2025-12-21T04:22:58.605061,ATOM/USDT,15545.835239999999,14337.34626,1208.4889799999983,52.02202195238147,47.97797804761853,4.044043904762946,⚪,"⚪ Buy: 52.0% | Sell: 48.0% | Net: 4.0% | Value: 1,208"
2025-12-21T04:23:00.264402,XLM/USDT,710946.9419999999,881658.2679999999,-170711.326,44.640500830711204,55.35949916928878,-10.718998338577581,⚪,"⚪ Buy: 44.6% | Sell: 55.4% | Net: -10.7% | Value: -170,711"
2025-12-21T04:23:01.514996,UNI/USDT,340396.079672254,321340.64552319597,19055.434149058012,51.439804791205276,48.56019520879472,2.8796095824105596,⚪,"⚪ Buy: 51.4% | Sell: 48.6% | Net: 2.9% | Value: 19,055"
2025-12-21T04:23:02.752986,ICP/USDT,357635.8720806,305659.3321209,51976.53995970002,53.9180548593195,46.08194514068052,7.8361097186389825,⚪,"⚪ Buy: 53.9% | Sell: 46.1% | Net: 7.8% | Value: 51,977"
2025-12-21T04:23:04.412873,APT/USDT,92843.20680000001,85213.42499999999,7629.781800000026,52.14251548029115,47.85748451970885,4.285030960582299,⚪,"⚪ Buy: 52.1% | Sell: 47.9% | Net: 4.3% | Value: 7,630"
2025-12-21T04:23:05.585074,NEAR/USDT,437312.26127573603,483605.627983824,-46293.36670808797,47.48656382680822,52.51343617319178,-5.0268723463835565,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -5.0% | Value: -46,293"
2025-12-21T04:23:06.470140,AAPL,144599200.0,0,144599200.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 144,599,200"
2025-12-21T04:23:06.820692,MSFT,70824900.0,0,70824900.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 70,824,900"
2025-12-21T04:23:07.109644,GOOG,45205100.0,0,45205100.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 45,205,100"
2025-12-21T04:23:07.325052,GC=F,705.0,0,705.0,100.0,0.0,100.0,🟢,🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 705
2025-12-21T04:23:07.662258,CL=F,85735.0,0,85735.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 85,735"
2025-12-21T04:23:07.948558,TSLA,0,103066200.0,-103066200.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -103,066,200"
2025-12-21T04:23:08.298790,NVDA,324372500.0,0,324372500.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 324,372,500"
2025-12-21T04:53:43.337720,BTC/USDT,355.79185175,330.1628779,25.628973849999966,51.868124290292215,48.13187570970778,3.736248580584441,⚪,⚪ Buy: 51.9% | Sell: 48.1% | Net: 3.7% | Value: 26
2025-12-21T04:53:44.683246,ETH/USDT,3699.148594292,3903.140695988,-203.9921016960002,48.658350834157176,51.34164916584283,-2.6832983316856516,⚪,⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.7% | Value: -204
2025-12-21T04:53:46.259757,BNB/USDT,779.634130046,701.462953364,78.17117668200001,52.638961941037074,47.361038058962926,5.277923882074146,⚪,⚪ Buy: 52.6% | Sell: 47.4% | Net: 5.3% | Value: 78
2025-12-21T04:53:47.360628,XRP/USDT,2854087.82848,3006592.86052,-152505.03203999996,48.69891365753607,51.30108634246393,-2.6021726849278606,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.6% | Value: -152,505"
2025-12-21T04:53:48.955800,SOL/USDT,31060.6708,35139.3362,-4078.665399999998,46.9194373348027,53.08056266519729,-6.1611253303946,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -4,079"
2025-12-21T04:53:50.177388,DOGE/USDT,10906621.558279207,11658611.196852803,-751989.6385735963,48.33374278312601,51.66625721687398,-3.332514433747958,⚪,"⚪ Buy: 48.3% | Sell: 51.7% | Net: -3.3% | Value: -751,990"
2025-12-21T04:53:51.430074,ADA/USDT,2099023.22,2467121.6500000004,-368098.43000000017,45.969264658920025,54.03073534107996,-8.06147068215994,⚪,"⚪ Buy: 46.0% | Sell: 54.0% | Net: -8.1% | Value: -368,098"
2025-12-21T04:53:52.628901,TRX/USDT,2487630.3279999997,2152213.7619999996,335416.5660000001,53.614524103545904,46.38547589645409,7.2290482070918065,⚪,"⚪ Buy: 53.6% | Sell: 46.4% | Net: 7.2% | Value: 335,417"
2025-12-21T04:53:53.929204,AVAX/USDT,39392.758420000006,43793.75688,-4400.998459999995,47.35474046236434,52.64525953763567,-5.2905190752713205,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.3% | Value: -4,401"
2025-12-21T04:53:55.048974,DOT/USDT,248051.514,285685.244,-37633.73000000001,46.474504572158395,53.5254954278416,-7.0509908556832075,⚪,"⚪ Buy: 46.5% | Sell: 53.5% | Net: -7.1% | Value: -37,634"
2025-12-21T04:53:56.126061,LINK/USDT,268734.65705934,320793.76153901,-52059.10447967,45.58468236328246,54.41531763671755,-8.830635273435098,⚪,"⚪ Buy: 45.6% | Sell: 54.4% | Net: -8.8% | Value: -52,059"
2025-12-21T04:53:57.366730,SUI/USDT,902635.8200000001,974815.5799999998,-72179.75999999978,48.077719615005755,51.922280384994245,-3.8445607699884947,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.8% | Value: -72,180"
2025-12-21T04:53:58.599668,SHIB/USDT,109825047897.35916,93783863887.82425,16041184009.534912,53.93921461219219,46.060785387807805,7.878429224384385,⚪,"⚪ Buy: 53.9% | Sell: 46.1% | Net: 7.9% | Value: 16,041,184,010"
2025-12-21T04:53:59.646045,LTC/USDT,17019.466378908,16740.468919272,278.9974596360007,50.41320793000903,49.586792069990956,0.8264158600180772,⚪,⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.8% | Value: 279
2025-12-21T04:54:00.841356,ATOM/USDT,16046.676879999997,15088.60872,958.0681599999971,51.53855688415461,48.46144311584539,3.077113768309218,⚪,⚪ Buy: 51.5% | Sell: 48.5% | Net: 3.1% | Value: 958
2025-12-21T04:54:01.954153,XLM/USDT,725409.19,903351.6399999999,-177942.44999999995,44.53748989039723,55.46251010960277,-10.92502021920554,⚪,"⚪ Buy: 44.5% | Sell: 55.5% | Net: -10.9% | Value: -177,942"
2025-12-21T04:54:03.345066,UNI/USDT,349538.02647225396,327435.276723196,22102.749749057984,51.632468344374026,48.36753165562595,3.264936688748074,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.3% | Value: 22,103"
2025-12-21T04:54:04.585820,ICP/USDT,361247.95036059996,314565.7952409,46682.15511969995,53.45377372268088,46.54622627731913,6.907547445361748,⚪,"⚪ Buy: 53.5% | Sell: 46.5% | Net: 6.9% | Value: 46,682"
2025-12-21T04:54:05.703417,APT/USDT,94939.81292000001,88358.33417999999,6581.4787400000205,51.795293308777815,48.204706691222185,3.590586617555623,⚪,"⚪ Buy: 51.8% | Sell: 48.2% | Net: 3.6% | Value: 6,581"
2025-12-21T04:54:06.763311,NEAR/USDT,441742.25087573606,506164.726883824,-64422.47600808792,46.60185664207501,53.39814335792499,-6.796286715849971,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.8% | Value: -64,422"
